time,0_rod(payload_bars compound_ryt8pu).X,0_rod(payload_bars compound_ryt8pu).Y,0_rod(payload_bars compound_ryt8pu).Z,0_rod(payload_bars compound_ryt8pu).Euler1,0_rod(payload_bars compound_ryt8pu).Euler2,0_rod(payload_bars compound_ryt8pu).Euler3,0_rod(payload_bars compound_ryt8pu).mass,1_rod(payload_bars compound_ryt8pu).X,1_rod(payload_bars compound_ryt8pu).Y,1_rod(payload_bars compound_ryt8pu).Z,1_rod(payload_bars compound_ryt8pu).Euler1,1_rod(payload_bars compound_ryt8pu).Euler2,1_rod(payload_bars compound_ryt8pu).Euler3,1_rod(payload_bars compound_ryt8pu).mass,2_rod(payload_bars compound_ryt8pu).X,2_rod(payload_bars compound_ryt8pu).Y,2_rod(payload_bars compound_ryt8pu).Z,2_rod(payload_bars compound_ryt8pu).Euler1,2_rod(payload_bars compound_ryt8pu).Euler2,2_rod(payload_bars compound_ryt8pu).Euler3,2_rod(payload_bars compound_ryt8pu).mass,3_rod(payload_bars compound_ryt8pu).X,3_rod(payload_bars compound_ryt8pu).Y,3_rod(payload_bars compound_ryt8pu).Z,3_rod(payload_bars compound_ryt8pu).Euler1,3_rod(payload_bars compound_ryt8pu).Euler2,3_rod(payload_bars compound_ryt8pu).Euler3,3_rod(payload_bars compound_ryt8pu).mass,4_rod(payload_bars compound_ryt8pu).X,4_rod(payload_bars compound_ryt8pu).Y,4_rod(payload_bars compound_ryt8pu).Z,4_rod(payload_bars compound_ryt8pu).Euler1,4_rod(payload_bars compound_ryt8pu).Euler2,4_rod(payload_bars compound_ryt8pu).Euler3,4_rod(payload_bars compound_ryt8pu).mass,5_rod(strut).X,5_rod(strut).Y,5_rod(strut).Z,5_rod(strut).Euler1,5_rod(strut).Euler2,5_rod(strut).Euler3,5_rod(strut).mass,6_rod(strut).X,6_rod(strut).Y,6_rod(strut).Z,6_rod(strut).Euler1,6_rod(strut).Euler2,6_rod(strut).Euler3,6_rod(strut).mass,7_rod(strut).X,7_rod(strut).Y,7_rod(strut).Z,7_rod(strut).Euler1,7_rod(strut).Euler2,7_rod(strut).Euler3,7_rod(strut).mass,8_rod(strut).X,8_rod(strut).Y,8_rod(strut).Z,8_rod(strut).Euler1,8_rod(strut).Euler2,8_rod(strut).Euler3,8_rod(strut).mass,9_rod(strut).X,9_rod(strut).Y,9_rod(strut).Z,9_rod(strut).Euler1,9_rod(strut).Euler2,9_rod(strut).Euler3,9_rod(strut).mass,10_rod(strut).X,10_rod(strut).Y,10_rod(strut).Z,10_rod(strut).Euler1,10_rod(strut).Euler2,10_rod(strut).Euler3,10_rod(strut).mass,
0.3636,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.17962,92.8855,-0.569992,0.234187,0.275718,-2.31566,0.199491,3.17675,93.0011,-0.699047,-0.189238,-0.247827,-2.36645,0.199491,0.469631,92.1635,-0.786387,0.0100034,-0.0194315,-0.793848,0.199491,0.835247,94.5906,1.83864,0.022099,-0.036504,-0.835865,0.199491,0.574487,92.6397,1.88041,-1.53895,-0.00709425,-0.017357,0.199645,-0.246447,95.1488,-1.07519,-1.56631,-0.0238868,-0.00731634,0.199491,
0.3737,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.05502,92.5157,-0.603866,-0.0925423,-0.0127829,-2.3849,0.199491,3.11553,92.6714,-0.736074,-0.0507451,-0.128195,-2.42709,0.199491,0.45009,91.8442,-0.772392,-0.0124688,0.00184625,-0.829223,0.199491,0.788434,94.3181,1.74315,0.0152485,-0.0319583,-0.864422,0.199491,0.527058,92.4112,1.84687,-1.5321,-0.0448195,-0.0158707,0.199645,-0.244198,94.7843,-1.14322,-1.55686,-0.0548314,-0.0154762,0.199491,
0.3838,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.95454,92.1369,-0.658855,0.0159241,0.111348,-2.41634,0.199491,3.07302,92.3887,-0.760257,-0.223141,-0.313994,-2.43727,0.199491,0.40642,91.5605,-0.721611,0.018277,-0.0230447,-0.866127,0.199491,0.737578,94.1055,1.5698,0.033273,-0.0424243,-0.933828,0.199491,0.502418,92.1805,1.77428,-1.53024,-0.115965,-0.012003,0.199645,-0.26406,94.3888,-1.22998,-1.54542,-0.11038,-0.0218961,0.199491,
0.3939,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.87714,91.7651,-0.715111,0.186057,0.299714,-2.43958,0.199491,3.04476,92.1522,-0.826215,0.0144064,-0.0110626,-2.53888,0.199491,0.376364,91.317,-0.667098,-0.00316639,-0.000530253,-0.916392,0.199491,0.650736,93.9036,1.32813,0.0190471,-0.0295627,-1.03735,0.199491,0.457084,92.0144,1.7177,-1.5227,-0.14698,-0.00592538,0.199645,-0.28334,93.9776,-1.35078,-1.52398,-0.203224,-0.0292323,0.199491,
0.404,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.79089,91.3994,-0.757048,-0.152895,-0.138136,-2.53911,0.199491,2.98577,91.8667,-0.890547,-0.000141362,-0.0519761,-2.61806,0.199491,0.353859,91.0446,-0.648884,0.0149466,-0.0171585,-0.991831,0.199491,0.612334,93.7432,1.1106,0.0929277,-0.068708,-1.12324,0.199491,0.391824,91.9029,1.64477,-1.51223,-0.254409,-0.00623037,0.199645,-0.270381,93.5942,-1.51961,-1.5129,-0.281936,-0.0350764,0.199491,
0.4141,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.77868,91.0586,-0.772044,-0.0494979,0.0124837,-2.61318,0.199491,2.97206,91.5487,-0.934431,-0.034275,-0.138036,-2.69872,0.199491,0.348183,90.7453,-0.637801,0.0230462,-0.0251842,-1.07497,0.199491,0.587984,93.5962,0.876944,0.0262891,-0.0403868,-1.19907,0.199491,0.35377,91.7746,1.5594,-1.50738,-0.312103,-0.00663582,0.199645,-0.254002,93.2309,-1.71931,-1.5098,-0.350027,-0.040909,0.199491,
0.4242,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.83092,90.7899,-0.79306,0.31354,0.610626,-2.5953,0.199491,3.01817,91.2299,-0.994343,0.028614,-0.00917224,-2.78423,0.199491,0.359435,90.4388,-0.647674,-0.00691169,-0.0183347,-1.15176,0.199491,0.587539,93.4374,0.650368,0.0970904,-0.0657055,-1.2938,0.199491,0.355967,91.6569,1.49555,-1.51404,-0.396403,-0.00200042,0.199645,-0.244116,92.8371,-1.93663,-1.51587,-0.439526,-0.0322183,0.199491,
0.4343,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.87339,90.5771,-0.848275,-0.224631,-0.471068,-2.76018,0.199491,3.06423,90.8983,-1.03332,-0.0491107,-0.279856,-2.85852,0.199491,0.360364,90.1007,-0.680477,0.0581106,-0.0494479,-1.24493,0.199491,0.641572,93.2899,0.43097,-0.00941573,-0.0403619,-1.37398,0.199491,0.366777,91.595,1.43906,-1.52692,-0.519898,-0.00688126,0.199645,-0.213343,92.4649,-2.17181,-1.53242,-0.493762,-0.0264908,0.199491,
0.4444,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.96869,90.3457,-0.893507,-0.0752876,-0.0444752,-2.86722,0.199491,3.06746,90.6844,-1.05776,0.0592452,-0.049758,-2.97427,0.199491,0.369019,89.8078,-0.649801,-0.0048337,-0.0287538,-1.3334,0.199491,0.646779,93.1495,0.128006,0.019013,-0.0471091,-1.466,0.199491,0.339035,91.5948,1.34358,-1.50697,-0.55169,-0.00743171,0.199645,-0.210843,92.1936,-2.3794,-1.52658,-0.606477,-0.0323919,0.199491,
0.4545,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.93436,90.1553,-0.929071,-0.127715,-0.359914,-2.95323,0.199491,3.11022,90.6641,-1.09091,0.0951914,-0.134023,-3.05581,0.199491,0.379449,89.7171,-0.633025,0.039557,-0.039288,-1.4261,0.199491,0.531472,93.0027,-0.15253,-0.000601276,-0.0368699,-1.53845,0.199491,0.236225,91.741,1.25763,-1.48482,-0.613809,-0.00564713,0.199645,-0.264135,91.9768,-2.58493,-1.50688,-0.640039,-0.0217595,0.199491,
0.4646,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.82797,90.0676,-0.959912,-0.0196939,0.332271,-3.03469,0.199491,3.10908,90.73,-1.07861,0.122284,-0.119267,-3.13774,0.199491,0.267044,89.7256,-0.605606,0.0839245,-0.0437652,-1.51541,0.199491,0.501094,92.9803,-0.41314,0.403836,-0.0350762,-1.61558,0.199491,0.185617,91.9391,1.08816,-1.49363,-0.753203,0.0358363,0.199645,-0.315805,91.8585,-2.73057,-1.45933,-0.747936,-0.063074,0.199491,
0.4747,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.78216,90.0655,-0.984464,-0.0655081,-0.368974,-3.11125,0.199491,3.04523,90.8034,-1.07784,0.115592,-0.0013841,3.0769,0.199491,0.302121,89.9117,-0.568599,0.127494,-0.0488143,-1.58625,0.199491,0.456182,93.1726,-0.65795,-0.043419,-0.049988,-1.63189,0.199491,0.141484,92.1102,0.942311,-1.47732,-0.819057,0.0199148,0.199645,-0.302153,91.7731,-2.81955,-1.4652,-0.814055,-0.0433722,0.199491,
0.4848,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.77231,90.2331,-0.999965,-0.0263394,0.0515356,3.12159,0.199491,3.01458,90.96,-1.08783,0.0865181,0.0380785,3.0354,0.199491,0.294482,90.1575,-0.566364,0.0721213,-0.0539083,-1.63043,0.199491,0.430362,93.4152,-0.748689,0.155219,-0.0431704,-1.70946,0.199491,0.184629,92.3107,0.785841,-1.49167,-0.851856,0.0340436,0.199645,-0.274952,91.8164,-2.86788,-1.4702,-0.818721,-0.0361381,0.199491,
0.4949,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.80993,90.4668,-1.06218,0.00788917,-0.111664,3.08271,0.199491,2.98696,91.1209,-1.1167,0.0883945,-0.0742001,3.00752,0.199491,0.361119,90.4635,-0.575056,0.0500288,-0.0487702,-1.65449,0.199491,0.41983,93.7243,-0.790354,0.10298,-0.0554898,-1.77923,0.199491,0.235423,92.5532,0.712926,-1.48463,-0.931559,0.0138536,0.199645,-0.275988,91.9318,-2.85229,-1.48878,-0.84232,-0.0135438,0.199491,
0.505,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.88146,90.7361,-1.07584,0.0825375,-0.556819,3.0384,0.199491,2.99146,91.3347,-1.14522,0.0686534,-0.070006,2.97329,0.199491,0.381024,90.7397,-0.52928,0.149639,-0.0426436,-1.67722,0.199491,0.505418,93.9727,-0.914747,0.031155,-0.0743667,-1.81261,0.199491,0.232635,92.8233,0.718293,-1.48079,-0.938625,-0.00283076,0.199645,-0.229054,92.089,-2.89103,-1.51444,-1.18239,0.0112836,0.199491,
0.5151,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.93915,91.0071,-1.05831,-0.00214427,0.259182,3.00655,0.199491,3.03482,91.533,-1.11274,0.0671342,-0.0966044,2.94663,0.199491,0.389221,90.9799,-0.51046,0.109978,-0.0437824,-1.71052,0.199491,0.537555,94.2257,-0.984083,0.205494,-0.0255516,-1.83553,0.199491,0.271378,93.1055,0.662221,-1.49766,-0.951841,0.00393719,0.199645,-0.19582,92.2373,-2.98268,-1.51616,-0.95857,0.00824572,0.199491,
0.5252,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.97956,91.2729,-1.05435,-0.000714406,0.229975,2.95508,0.199491,3.10121,91.745,-1.05266,0.0748384,-0.133515,2.92068,0.199491,0.388727,91.1509,-0.523925,-0.099874,-0.0757564,-1.74336,0.199491,0.565913,94.4807,-1.04761,0.0730079,-0.0526817,-1.83393,0.199491,0.353283,93.3909,0.601895,-1.52496,-1.03501,0.0247864,0.199645,-0.23362,92.3809,-3.05763,-1.53307,-1.07675,0.0256503,0.199491,
0.5353,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.06093,91.5332,-1.09825,0.0704794,-0.0939007,2.90487,0.199491,3.17893,91.9387,-1.01341,0.0567302,-0.0259456,2.89764,0.199491,0.412325,91.2978,-0.526804,-0.133693,-0.0851124,-1.78137,0.199491,0.596037,94.7114,-1.08312,-0.136156,-0.0959221,-1.83212,0.199491,0.423317,93.7019,0.55914,-1.54574,-1.09265,0.0325708,0.199645,-0.255772,92.5113,-3.12008,-1.53194,-1.07905,0.022647,0.199491,
0.5454,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.15228,91.7824,-1.12195,0.175583,-0.429595,2.82407,0.199491,3.26011,92.1247,-0.987894,0.0538853,-0.0115524,2.87507,0.199491,0.430445,91.4486,-0.490969,0.207361,0.00338402,-1.82647,0.199491,0.6383,94.9314,-1.13004,0.128267,-0.0129755,-1.86495,0.199491,0.505412,93.986,0.505121,-1.56741,-1.02321,0.0451362,0.199645,-0.2812,92.6413,-3.19993,-1.53406,-0.847755,0.0262827,0.199491,
0.5555,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.23361,92.0225,-1.13812,0.0857067,-0.170495,2.81748,0.199491,3.33657,92.3004,-0.947827,0.0568161,-0.0547857,2.84769,0.199491,0.431,91.6164,-0.467965,-0.0355188,-0.0542931,-1.85947,0.199491,0.694119,95.1564,-1.19068,0.285972,0.0466205,-1.87689,0.199491,0.588451,94.2361,0.467462,-1.59609,-1.08222,0.0648716,0.199645,-0.285221,92.7617,-3.27789,-1.56974,-1.24112,0.0469911,0.199491,
0.5656,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.32053,92.2555,-1.14435,-0.00730757,0.067035,2.79568,0.199491,3.39844,92.4516,-0.922465,0.0311257,-0.0159225,2.82124,0.199491,0.456793,91.7933,-0.427811,-0.112468,-0.074381,-1.88697,0.199491,0.752719,95.393,-1.2799,0.0199201,-0.0294241,-1.89513,0.199491,0.672974,94.4546,0.428742,-1.6284,-1.16764,0.0846839,0.199645,-0.283549,92.8761,-3.329,-1.57551,-1.04916,0.0458703,0.199491,
0.5757,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.40337,92.4744,-1.149,-0.00660204,0.0125714,2.78451,0.199491,3.4596,92.5882,-0.904823,0.00378389,0.0147147,2.79031,0.199491,0.47405,91.9752,-0.383488,0.166481,0.0309735,-1.92521,0.199491,0.805266,95.6225,-1.3958,-0.160523,-0.087191,-1.90715,0.199491,0.744953,94.643,0.390985,-1.63076,-1.11358,0.0813983,0.199645,-0.249808,92.9971,-3.347,-1.58915,-1.05129,0.0419444,0.199491,
0.5858,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.45777,92.7098,-1.13377,0.0303631,-0.0871659,2.76355,0.199491,3.49929,92.7259,-0.894301,-0.130185,0.328368,2.74775,0.199491,0.484025,92.12,-0.353292,0.0646391,-0.00451512,-1.94695,0.199491,0.866427,95.8159,-1.48178,0.182444,0.0408137,-1.94592,0.199491,0.781003,94.8547,0.371997,-1.64916,-1.13156,0.0903673,0.199645,-0.217059,93.1156,-3.38726,-1.65271,-1.28232,0.0945699,0.199491,
0.5959,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.46259,92.9142,-1.14617,-0.0118385,-0.0121549,2.74899,0.199491,3.52438,92.8707,-0.881075,-0.0824491,0.211941,2.74157,0.199491,0.493372,92.2621,-0.320812,-0.108517,-0.0746613,-1.95772,0.199491,0.893556,95.9998,-1.53871,0.0678912,-0.00168335,-1.97204,0.199491,0.780058,95.0657,0.356863,-1.67348,-1.22546,0.105912,0.199645,-0.196717,93.2523,-3.39476,-1.61777,-1.05739,0.0553518,0.199491,
0.606,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.44814,93.0865,-1.14232,-0.0448343,0.046157,2.73807,0.199491,3.53416,93.0332,-0.865413,-0.0188719,0.0409474,2.73663,0.199491,0.480876,92.4454,-0.298155,0.142064,0.0285865,-1.97521,0.199491,0.896631,96.161,-1.59373,-0.153157,-0.101399,-1.97999,0.199491,0.790469,95.2419,0.350927,-1.66386,-1.13136,0.100733,0.199645,-0.18724,93.3932,-3.38508,-1.68707,-1.32767,0.11761,0.199491,
0.6161,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.41934,93.2396,-1.13822,0.00385392,-0.0648521,2.72932,0.199491,3.52863,93.1949,-0.856389,-0.0798554,0.149766,2.71713,0.199491,0.471242,92.6387,-0.285066,-0.101962,-0.0819937,-1.97978,0.199491,0.892689,96.3173,-1.60769,-0.02322,-0.0503259,-2.00047,0.199491,0.763922,95.4109,0.341573,-1.70822,-1.25356,0.143091,0.199645,-0.171368,93.5233,-3.36472,-1.63382,-1.10358,0.066573,0.199491,
0.6262,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.39266,93.386,-1.1324,0.0410975,-0.144999,2.71578,0.199491,3.50913,93.3549,-0.843613,-0.0292533,0.0290604,2.7114,0.199491,0.464187,92.8226,-0.274947,-0.278947,-0.164851,-1.96344,0.199491,0.887233,96.4401,-1.61992,0.146292,0.0236099,-2.0159,0.199491,0.734517,95.5748,0.335403,-1.7437,-1.30577,0.178867,0.199645,-0.151014,93.6595,-3.33962,-1.63576,-1.1044,0.0701361,0.199491,
0.6363,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.35159,93.5254,-1.13107,0.0249784,-0.110783,2.71017,0.199491,3.47708,93.5029,-0.826164,0.133015,-0.302585,2.67859,0.199491,0.462717,92.984,-0.262566,-0.143809,-0.114997,-1.98875,0.199491,0.880753,96.5545,-1.62962,0.0193006,-0.0433103,-2.03004,0.199491,0.709112,95.7314,0.318507,-1.68484,-1.18166,0.124998,0.199645,-0.141351,93.793,-3.30848,-1.74276,-1.36074,0.174982,0.199491,
0.6464,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.31353,93.653,-1.12965,-0.00821003,-0.0412775,2.70442,0.199491,3.44745,93.6418,-0.811655,0.1438,-0.314087,2.66521,0.199491,0.459818,93.145,-0.248439,0.145771,0.0119616,-2.01124,0.199491,0.876922,96.6521,-1.63951,-0.125764,-0.122752,-2.03123,0.199491,0.6758,95.876,0.302624,-1.66928,-1.13499,0.111361,0.199645,-0.124404,93.9168,-3.27708,-1.7757,-1.38007,0.20918,0.199491,
0.6565,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.27274,93.7682,-1.11966,-0.0335608,0.00668351,2.69747,0.199491,3.41328,93.7723,-0.796638,0.0367486,-0.107174,2.67662,0.199491,0.454585,93.3038,-0.243283,0.278195,0.0703623,-2.01535,0.199491,0.869824,96.7396,-1.64779,-0.189228,-0.16398,-2.03477,0.199491,0.648063,96.0078,0.291642,-1.70521,-1.23199,0.14789,0.199645,-0.105637,94.0262,-3.25228,-1.68612,-1.22449,0.124396,0.199491,
0.6666,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.22869,93.871,-1.11641,-0.0467007,0.030577,2.69039,0.199491,3.37936,93.8912,-0.78012,-0.0827619,0.123479,2.66433,0.199491,0.450351,93.4508,-0.233017,0.269959,0.0632434,-2.02546,0.199491,0.86713,96.8227,-1.66008,-0.171637,-0.16512,-2.04968,0.199491,0.618294,96.126,0.275759,-1.78079,-1.34474,0.222109,0.199645,-0.0937365,94.1294,-3.21844,-1.65655,-1.09477,0.099932,0.199491,
0.6767,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.18782,93.9657,-1.11405,-0.0390299,0.0111521,2.68383,0.199491,3.34344,93.9987,-0.765391,-0.127294,0.200515,2.64648,0.199491,0.449457,93.5845,-0.221209,0.185928,0.0174278,-2.0376,0.199491,0.861792,96.8967,-1.66834,-0.000763418,-0.0821329,-2.08614,0.199491,0.591479,96.2332,0.254855,-1.82812,-1.38349,0.269941,0.199645,-0.0803149,94.2256,-3.18247,-1.67853,-1.15056,0.123278,0.199491,
0.6868,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.1463,94.0512,-1.10904,-0.0114178,-0.050864,2.676,0.199491,3.3109,94.0981,-0.750246,-0.122774,0.186518,2.6363,0.199491,0.445597,93.7088,-0.213819,0.0659393,-0.0487596,-2.04517,0.199491,0.856157,96.9529,-1.67498,0.189097,0.0223974,-2.10642,0.199491,0.562418,96.3358,0.238168,-1.7509,-1.30896,0.196842,0.199645,-0.0654173,94.3107,-3.151,-1.74343,-1.27861,0.186674,0.199491,
0.6969,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.10611,94.1283,-1.10325,0.0253859,-0.129007,2.66491,0.199491,3.27976,94.1881,-0.735667,-0.0536848,0.0602825,2.6334,0.199491,0.441584,93.8228,-0.205138,-0.0585696,-0.119229,-2.04314,0.199491,0.848779,96.9962,-1.6781,0.278286,0.0728718,-2.1177,0.199491,0.533571,96.4293,0.220163,-1.69452,-1.20605,0.145603,0.199645,-0.0488919,94.3859,-3.12323,-1.89726,-1.40044,0.338624,0.199491,
0.707,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.06997,94.1923,-1.09789,0.0594888,-0.197436,2.65084,0.199491,3.24911,94.2692,-0.723216,0.0761161,-0.168403,2.61489,0.199491,0.43599,93.9271,-0.196921,-0.121052,-0.158754,-2.04141,0.199491,0.844363,97.0319,-1.68192,0.271085,0.066432,-2.13439,0.199491,0.50744,96.5108,0.200948,-1.67932,-1.16183,0.134296,0.199645,-0.0329146,94.4524,-3.09052,-1.90037,-1.39455,0.343916,0.199491,
0.7171,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-4.03277,94.245,-1.09119,0.0818001,-0.23858,2.63896,0.199491,3.21382,94.3391,-0.706005,0.150344,-0.286419,2.58639,0.199491,0.434711,94.021,-0.188184,-0.0135214,-0.110535,-2.0645,0.199491,0.842818,97.0672,-1.68968,0.133692,-0.0260542,-2.15218,0.199491,0.480084,96.5776,0.18136,-1.7319,-1.27538,0.185489,0.199645,-0.0193175,94.5068,-3.06012,-1.77612,-1.28446,0.225622,0.199491,
0.7272,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.99983,94.2864,-1.08531,0.0652423,-0.209738,2.63527,0.199491,3.18248,94.3983,-0.689803,0.112442,-0.225756,2.58453,0.199491,0.432251,94.108,-0.180951,0.133139,-0.0356157,-2.08461,0.199491,0.838271,97.0947,-1.6955,-0.060483,-0.160841,-2.14909,0.199491,0.459294,96.6324,0.162961,-1.89996,-1.40841,0.35245,0.199645,-0.0078065,94.5499,-3.02952,-1.75435,-1.2402,0.207967,0.199491,
0.7373,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.97176,94.3185,-1.082,0.0199958,-0.130944,2.63502,0.199491,3.15751,94.4492,-0.674076,-0.0113731,-0.0273591,2.58841,0.199491,0.42812,94.1825,-0.171189,0.169789,-0.0193113,-2.0956,0.199491,0.834221,97.1084,-1.69983,-0.0155022,-0.139538,-2.16885,0.199491,0.439701,96.6834,0.148043,-1.80242,-1.34276,0.259734,0.199645,0.00219476,94.5807,-3.00337,-1.95933,-1.39186,0.410052,0.199491,
0.7474,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.95304,94.3421,-1.07967,0.000429722,-0.0986321,2.62866,0.199491,3.13687,94.4906,-0.653112,0.00319372,-0.0500886,2.5763,0.199491,0.426733,94.2388,-0.159409,0.0297314,-0.105631,-2.09771,0.199491,0.830868,97.1182,-1.70511,0.179865,-0.00806868,-2.19593,0.199491,0.421952,96.7233,0.129209,-1.72087,-1.23775,0.183826,0.199645,0.011923,94.6026,-2.97863,-2.03787,-1.41044,0.490794,0.199491,
0.7575,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,-3.94278,94.3554,-1.07834,0.04044,-0.169068,2.61421,0.199491,3.12273,94.5266,-0.628312,0.129735,-0.238567,2.54661,0.199491,0.422729,94.2797,-0.146298,-0.0991197,-0.185437,-2.09025,0.199491,0.827669,97.12,-1.70687,0.0893149,-0.07826,-2.20389,0.199491,0.41075,96.7573,0.114369,-1.89604,-1.39146,0.357379,0.199645,0.0195259,94.6095,-2.96558,-1.81818,-1.28165,0.279255,0.199491,
